ticker,date,free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,effect_of_exchange_rate_changes,short_term_debt_issuance,change_in_tax_payable,change_in_income_tax_payable,depreciation,operating_gains_losses,gain_loss_on_investment_securities,proceeds_from_stock_option_exercised,net_intangibles_purchase_and_sale,purchase_of_intangibles,change_in_accrued_expense,amortization_cash_flow,amortization_of_intangibles,short_term_debt_payments,sale_of_ppe,capital_expenditure_reported,change_in_prepaid_assets,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,sale_of_business,sale_of_intangibles,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,provisionand_write_offof_assets,gain_loss_on_sale_of_business,earnings_losses_from_equity_investments,dividend_received_cfo,dividend_paid_cfo,pension_and_employee_benefit_expense,dividends_received_cfi,depletion,other_cash_adjustment_outside_changein_cash,cash_from_discontinued_financing_activities,cash_from_discontinued_investing_activities,cash_from_discontinued_operating_activities,net_preferred_stock_issuance,preferred_stock_payments,taxes_refund_paid,preferred_stock_issuance,cash_flow_from_discontinued_operation,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,preferred_stock_dividend_paid,interest_received_cfi,amortization_of_securities,change_in_interest_payable
TSLA,2023-12-31,4357000000.0,,-1815000000.0,3931000000.0,,-8899000000.0,126000000.0,1119000000.0,17189000000.0,16924000000.0,261000000.0,2589000000.0,2589000000.0,-227000000.0,,,,,,2116000000.0,,2116000000.0,-1815000000.0,3931000000.0,-15584000000.0,-15584000000.0,,-6621000000.0,12491000000.0,-19112000000.0,-64000000.0,-64000000.0,-8899000000.0,-8899000000.0,13256000000.0,13256000000.0,-2248000000.0,1532000000.0,,-1952000000.0,2605000000.0,2605000000.0,2605000000.0,-1195000000.0,-586000000.0,-586000000.0,81000000.0,1812000000.0,-6349000000.0,-6349000000.0,4667000000.0,4667000000.0,14974000000.0,4000000.0,,,,4667000000.0,-144000000.0,,700000000.0,0.0,0.0,,,,,,,-2652000000.0,,463000000.0,,0.0,-144000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,2022-12-31,7552000000.0,,-3866000000.0,0.0,0.0,-7172000000.0,152000000.0,1203000000.0,16924000000.0,18144000000.0,-776000000.0,-3527000000.0,-3527000000.0,-202000000.0,,,0.0,,0.0,-3866000000.0,,-3866000000.0,-3866000000.0,0.0,-11973000000.0,-11973000000.0,76000000.0,-5813000000.0,22000000.0,-5835000000.0,0.0,0.0,-7163000000.0,-7163000000.0,14724000000.0,14724000000.0,-3712000000.0,1131000000.0,1904000000.0,-1570000000.0,8029000000.0,8029000000.0,8029000000.0,-6465000000.0,-1124000000.0,-1124000000.0,340000000.0,1560000000.0,-196000000.0,-196000000.0,3747000000.0,3747000000.0,12587000000.0,-444000000.0,,,,3747000000.0,221000000.0,,541000000.0,927000000.0,-9000000.0,,,,,,,-3713000000.0,,177000000.0,0.0,936000000.0,81000000.0,140000000.0,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,2021-12-31,3483000000.0,,-14615000000.0,8883000000.0,0.0,-8014000000.0,266000000.0,561000000.0,18144000000.0,19901000000.0,-1574000000.0,-5203000000.0,-5203000000.0,-178000000.0,,,0.0,,0.0,-5732000000.0,,-5732000000.0,-14615000000.0,8883000000.0,-7868000000.0,-7868000000.0,6000000.0,-132000000.0,0.0,-132000000.0,0.0,0.0,-6514000000.0,-6514000000.0,11497000000.0,11497000000.0,667000000.0,793000000.0,476000000.0,-2114000000.0,5367000000.0,5367000000.0,5367000000.0,-1709000000.0,-130000000.0,-130000000.0,245000000.0,2121000000.0,-149000000.0,-149000000.0,2911000000.0,2911000000.0,5644000000.0,-183000000.0,,,,2911000000.0,-82000000.0,,707000000.0,-1228000000.0,-1500000000.0,,,,,,,-1540000000.0,,140000000.0,0.0,272000000.0,-55000000.0,-27000000.0,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,2020-12-31,2701000000.0,,-12201000000.0,9713000000.0,12269000000.0,-3242000000.0,444000000.0,115000000.0,19901000000.0,6783000000.0,12784000000.0,9973000000.0,9973000000.0,-225000000.0,,,12269000000.0,,12269000000.0,-2488000000.0,,-2488000000.0,-12201000000.0,9713000000.0,-3132000000.0,-3132000000.0,123000000.0,0.0,,0.0,-13000000.0,-13000000.0,-3232000000.0,-3232000000.0,5943000000.0,5943000000.0,184000000.0,328000000.0,495000000.0,-1416000000.0,2102000000.0,,,-422000000.0,-652000000.0,-652000000.0,525000000.0,1734000000.0,,,2322000000.0,2322000000.0,862000000.0,334000000.0,,,,2322000000.0,114000000.0,,417000000.0,-10000000.0,-10000000.0,,,,,,,-251000000.0,,202000000.0,,0.0,114000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,2019-12-31,,,,,848000000.0,,,,,,,,,,,,848000000.0,,848000000.0,,,,,,,,46000000.0,,,,,,,,,,,,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH,2023-12-31,25682000000.0,-8000000000.0,-2125000000.0,6394000000.0,1353000000.0,-3386000000.0,3035000000.0,6078000000.0,25427000000.0,23365000000.0,1965000000.0,-11529000000.0,-11529000000.0,-2401000000.0,-6761000000.0,-6761000000.0,-6647000000.0,-8000000000.0,1353000000.0,4280000000.0,11000000.0,4269000000.0,-2125000000.0,6394000000.0,-15574000000.0,-15574000000.0,-275000000.0,-1777000000.0,16537000000.0,-18314000000.0,-10136000000.0,-10136000000.0,-3386000000.0,-3386000000.0,29068000000.0,29068000000.0,1643000000.0,203000000.0,,-2444000000.0,6998000000.0,6998000000.0,3516000000.0,,-3114000000.0,-3114000000.0,-505000000.0,1059000000.0,-245000000.0,-245000000.0,3972000000.0,3972000000.0,23144000000.0,97000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH,2022-12-31,23404000000.0,-7000000000.0,-3015000000.0,14819000000.0,1253000000.0,-2802000000.0,1945000000.0,5222000000.0,23365000000.0,21375000000.0,1956000000.0,4226000000.0,4226000000.0,3428000000.0,-5991000000.0,-5991000000.0,-5747000000.0,-7000000000.0,1253000000.0,12536000000.0,732000000.0,11804000000.0,-3015000000.0,14819000000.0,-28476000000.0,-28476000000.0,2621000000.0,-6837000000.0,11988000000.0,-18825000000.0,-21458000000.0,-21458000000.0,-2802000000.0,-2802000000.0,26206000000.0,26206000000.0,2246000000.0,126000000.0,-1374000000.0,-1374000000.0,6017000000.0,6017000000.0,1964000000.0,,-2523000000.0,-2523000000.0,-331000000.0,925000000.0,-673000000.0,-673000000.0,3400000000.0,3400000000.0,20639000000.0,34000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH,2021-12-31,19889000000.0,-5000000000.0,-3150000000.0,6933000000.0,1355000000.0,-2454000000.0,1653000000.0,3966000000.0,21375000000.0,16921000000.0,4516000000.0,-7455000000.0,-7455000000.0,-1011000000.0,-5280000000.0,-5280000000.0,-3645000000.0,-5000000000.0,1355000000.0,2481000000.0,-1302000000.0,3783000000.0,-3150000000.0,6933000000.0,-10372000000.0,-10372000000.0,-1254000000.0,-1843000000.0,15296000000.0,-17139000000.0,-4821000000.0,-4821000000.0,-2454000000.0,-2454000000.0,22343000000.0,22343000000.0,1522000000.0,-310000000.0,-1031000000.0,-1031000000.0,3863000000.0,3863000000.0,1162000000.0,,-1000000000.0,-1000000000.0,-944000000.0,800000000.0,130000000.0,130000000.0,3103000000.0,3103000000.0,17732000000.0,-62000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH,2020-12-31,20123000000.0,-4250000000.0,-3150000000.0,4864000000.0,1440000000.0,-2051000000.0,1704000000.0,4935000000.0,16921000000.0,10985000000.0,6052000000.0,-3590000000.0,-3590000000.0,1218000000.0,-4584000000.0,-4584000000.0,-2810000000.0,-4250000000.0,1440000000.0,2586000000.0,872000000.0,1714000000.0,-3150000000.0,4864000000.0,-12532000000.0,-12532000000.0,-506000000.0,-2836000000.0,13741000000.0,-16577000000.0,-7139000000.0,-7139000000.0,-2051000000.0,-2051000000.0,22174000000.0,22174000000.0,2895000000.0,278000000.0,-2195000000.0,,5500000000.0,5500000000.0,5348000000.0,,-688000000.0,-688000000.0,-52000000.0,679000000.0,-8000000.0,-8000000.0,2891000000.0,2891000000.0,15769000000.0,-116000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1563000000.0,,,,,,,,,,,,,,,,300000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNJ,2023-12-31,17778000000.0,-5054000000.0,-24524000000.0,21790000000.0,4241000000.0,-5013000000.0,1836000000.0,8574000000.0,21859000000.0,14127000000.0,7844000000.0,-15825000000.0,-15825000000.0,-1602000000.0,-11770000000.0,-11770000000.0,-813000000.0,-5054000000.0,4241000000.0,-2734000000.0,-1183000000.0,-1551000000.0,-1551000000.0,0.0,878000000.0,878000000.0,-2593000000.0,8484000000.0,19390000000.0,-10906000000.0,0.0,0.0,-4543000000.0,-4543000000.0,22791000000.0,22791000000.0,2507000000.0,,5588000000.0,-3480000000.0,2346000000.0,,,-1323000000.0,-624000000.0,-624000000.0,483000000.0,1162000000.0,-4194000000.0,-4194000000.0,7486000000.0,7486000000.0,35153000000.0,-112000000.0,21790000000.0,,,,-21101000000.0,,1094000000.0,-470000000.0,-470000000.0,,,,-22973000000.0,,,,,1295000000.0,,,,,0.0,-20984000000.0,,,,,,,,,,,,,,,,,,,,,,
JNJ,2022-12-31,17185000000.0,-6035000000.0,-8684000000.0,16136000000.0,0.0,-4009000000.0,982000000.0,5223000000.0,14127000000.0,14487000000.0,-48000000.0,-8871000000.0,-8871000000.0,65000000.0,-11682000000.0,-11682000000.0,-6035000000.0,-6035000000.0,0.0,7452000000.0,9584000000.0,-2132000000.0,-2134000000.0,2000000.0,-12371000000.0,-12371000000.0,65000000.0,9225000000.0,41609000000.0,-32384000000.0,-17652000000.0,-17652000000.0,-4009000000.0,-4009000000.0,21194000000.0,21194000000.0,-4011000000.0,,-1979000000.0,687000000.0,1098000000.0,,,-2527000000.0,-1290000000.0,-1290000000.0,,1138000000.0,-1663000000.0,-1663000000.0,6970000000.0,6970000000.0,17941000000.0,-312000000.0,16134000000.0,,,,-380000000.0,,1329000000.0,0.0,0.0,,,,-6550000000.0,,,,,1216000000.0,,,,,-17000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,
JNJ,2021-12-31,19758000000.0,-3456000000.0,-2992000000.0,2002000000.0,0.0,-3652000000.0,990000000.0,4768000000.0,14487000000.0,13985000000.0,680000000.0,-14047000000.0,-14047000000.0,395000000.0,-11032000000.0,-11032000000.0,-3456000000.0,-3456000000.0,0.0,-990000000.0,807000000.0,-1797000000.0,-1802000000.0,5000000.0,-8683000000.0,-8683000000.0,417000000.0,-5388000000.0,25006000000.0,-30394000000.0,-60000000.0,-60000000.0,-3652000000.0,-3652000000.0,23410000000.0,23410000000.0,-4238000000.0,,-1061000000.0,-1964000000.0,2437000000.0,,,-1248000000.0,-2402000000.0,-2402000000.0,,1135000000.0,-2079000000.0,-2079000000.0,7390000000.0,7390000000.0,20878000000.0,-178000000.0,1997000000.0,,,,-617000000.0,,1036000000.0,0.0,0.0,,,,-1190000000.0,,,,,989000000.0,,,,,-48000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,
JNJ,2020-12-31,20189000000.0,-3221000000.0,-3727000000.0,10822000000.0,,-3347000000.0,904000000.0,4619000000.0,13985000000.0,17305000000.0,-3409000000.0,-6120000000.0,-6120000000.0,-627000000.0,-10481000000.0,-10481000000.0,-3221000000.0,-3221000000.0,,7095000000.0,728000000.0,6367000000.0,-1064000000.0,7431000000.0,-20825000000.0,-20825000000.0,-1203000000.0,-8952000000.0,12137000000.0,-21089000000.0,-7323000000.0,-7323000000.0,-3347000000.0,-3347000000.0,23536000000.0,23536000000.0,2690000000.0,,744000000.0,-3704000000.0,5141000000.0,,,-265000000.0,774000000.0,774000000.0,-1148000000.0,1005000000.0,-1141000000.0,-1141000000.0,7231000000.0,7231000000.0,14714000000.0,89000000.0,3391000000.0,,,,-111000000.0,,1114000000.0,,,,,,-2663000000.0,,,,,233000000.0,,,,,63000000.0,,,,,,,,,,,,,,,,,,,,,,,
V,2023-09-30,19696000000.0,-12101000000.0,-2250000000.0,0.0,,-1059000000.0,617000000.0,3433000000.0,21990000000.0,20377000000.0,977000000.0,-17772000000.0,-17772000000.0,200000000.0,-3751000000.0,-3751000000.0,-12101000000.0,-12101000000.0,,-2250000000.0,,-2250000000.0,-2250000000.0,0.0,-2006000000.0,-2006000000.0,-25000000.0,-922000000.0,3562000000.0,-4484000000.0,0.0,0.0,-1059000000.0,-1059000000.0,20755000000.0,20755000000.0,-10022000000.0,-11014000000.0,,-24000000.0,1426000000.0,-160000000.0,34000000.0,,-410000000.0,-250000000.0,12175000000.0,765000000.0,-483000000.0,-483000000.0,943000000.0,943000000.0,17273000000.0,636000000.0,,,,,104000000.0,,130000000.0,,,1586000000.0,,,,,,,,,,,,,,,104000000.0,,,,,,,,,,,,,,,,,,,,,
V,2022-09-30,17879000000.0,-11589000000.0,-1000000000.0,3218000000.0,,-970000000.0,607000000.0,3741000000.0,20377000000.0,19799000000.0,1865000000.0,-12696000000.0,-12696000000.0,-198000000.0,-3203000000.0,-3203000000.0,-11589000000.0,-11589000000.0,,2218000000.0,,2218000000.0,-1000000000.0,3218000000.0,-4288000000.0,-4288000000.0,128000000.0,-1498000000.0,4585000000.0,-6083000000.0,-1948000000.0,-1948000000.0,-970000000.0,-970000000.0,18849000000.0,18849000000.0,-7657000000.0,-9351000000.0,,-666000000.0,2854000000.0,1323000000.0,67000000.0,,-494000000.0,-97000000.0,10158000000.0,602000000.0,-336000000.0,-336000000.0,861000000.0,861000000.0,14957000000.0,-1287000000.0,,,,,264000000.0,,76000000.0,,,1531000000.0,,,,,,,,,,,,,,,264000000.0,,,,,,,,,,,,,,,,,,,,,
V,2021-09-30,14522000000.0,-8676000000.0,-3000000000.0,0.0,,-705000000.0,643000000.0,3012000000.0,19799000000.0,19171000000.0,665000000.0,-14410000000.0,-14410000000.0,,-2798000000.0,-2798000000.0,-8676000000.0,-8676000000.0,,-3000000000.0,,-3000000000.0,-3000000000.0,0.0,-152000000.0,-152000000.0,109000000.0,519000000.0,5701000000.0,-5182000000.0,-75000000.0,-75000000.0,-705000000.0,-705000000.0,15227000000.0,15227000000.0,-6702000000.0,-7510000000.0,,-147000000.0,1766000000.0,767000000.0,88000000.0,,-811000000.0,-343000000.0,8111000000.0,542000000.0,873000000.0,873000000.0,804000000.0,804000000.0,12311000000.0,-37000000.0,,,,,-712000000.0,,64000000.0,,,999000000.0,,,,,,,,,,,,,,,-712000000.0,,,,,,,,,,,,,,,,,,,,,
V,2020-09-30,9704000000.0,-8114000000.0,0.0,7212000000.0,,-736000000.0,537000000.0,2671000000.0,19171000000.0,10832000000.0,7899000000.0,-3968000000.0,-3968000000.0,-432000000.0,-2664000000.0,-2664000000.0,-8114000000.0,-8114000000.0,,7212000000.0,,7212000000.0,0.0,7212000000.0,1427000000.0,1427000000.0,72000000.0,2168000000.0,4510000000.0,-2342000000.0,-77000000.0,-77000000.0,-736000000.0,-736000000.0,10440000000.0,10440000000.0,-8398000000.0,-8081000000.0,,-402000000.0,-1730000000.0,-2363000000.0,21000000.0,,1815000000.0,-43000000.0,6583000000.0,416000000.0,307000000.0,307000000.0,767000000.0,767000000.0,10866000000.0,440000000.0,,,,,-101000000.0,,30000000.0,,,633000000.0,,,,,,,,,,,,,,,-101000000.0,,,,,,,,,,,,,,,,,,,,,
XOM,2023-12-31,33450000000.0,-17748000000.0,-1178000000.0,939000000.0,,-21919000000.0,,,31568000000.0,29665000000.0,1798000000.0,-34297000000.0,-34297000000.0,-1369000000.0,-14941000000.0,-14941000000.0,-17748000000.0,-17748000000.0,,-239000000.0,-1163000000.0,924000000.0,-15000000.0,939000000.0,-19274000000.0,-19274000000.0,5640000000.0,-2995000000.0,,-2995000000.0,,,-21919000000.0,-21919000000.0,55369000000.0,55369000000.0,-4255000000.0,,,-426000000.0,-4727000000.0,-4727000000.0,,-3472000000.0,4370000000.0,,1897000000.0,,634000000.0,634000000.0,20641000000.0,,37354000000.0,105000000.0,0.0,,,,90000000.0,,,,,,,,-1163000000.0,,,,,,,,,,-1501000000.0,,,509000000.0,,90000000.0,,,,,,,,,,,,,,,,,,
XOM,2022-12-31,58390000000.0,-15155000000.0,-8080000000.0,860000000.0,,-18407000000.0,,,29665000000.0,6802000000.0,22941000000.0,-39114000000.0,-39114000000.0,-1800000000.0,-14939000000.0,-14939000000.0,-15155000000.0,-15155000000.0,,-7220000000.0,-7852000000.0,632000000.0,-5000000.0,637000000.0,-14742000000.0,-14742000000.0,6755000000.0,-3090000000.0,,-3090000000.0,,,-18407000000.0,-18407000000.0,76797000000.0,76797000000.0,-194000000.0,,,-688000000.0,18460000000.0,18460000000.0,,-6947000000.0,-11019000000.0,,-1025000000.0,,3758000000.0,3758000000.0,24040000000.0,,57577000000.0,-78000000.0,223000000.0,,,,-2981000000.0,,,,,,,,-8075000000.0,,,,,,,,,,-1932000000.0,,,-2446000000.0,-2446000000.0,-2981000000.0,,,,,,,,,,,,,,,,,,
XOM,2021-12-31,36053000000.0,-155000000.0,-32387000000.0,12733000000.0,,-12076000000.0,,,6802000000.0,4364000000.0,2471000000.0,-35423000000.0,-35423000000.0,-690000000.0,-14924000000.0,-14924000000.0,-155000000.0,-155000000.0,,-19654000000.0,-19692000000.0,38000000.0,-8000000.0,46000000.0,-10235000000.0,-10235000000.0,4658000000.0,-2817000000.0,,-2817000000.0,,,-12076000000.0,-12076000000.0,48129000000.0,48129000000.0,4162000000.0,,,-71000000.0,16820000000.0,16820000000.0,,-489000000.0,-12098000000.0,,-677000000.0,,303000000.0,303000000.0,20607000000.0,,23598000000.0,-33000000.0,12687000000.0,,,,754000000.0,,,,,,,,-32379000000.0,,,,,,,,,,50000000.0,,,-668000000.0,-668000000.0,754000000.0,,,,,,,,,,,,,,,,,,
XOM,2020-12-31,-2614000000.0,-405000000.0,-38441000000.0,58582000000.0,,-17282000000.0,,,4364000000.0,3089000000.0,1494000000.0,5285000000.0,5285000000.0,414000000.0,-14865000000.0,-14865000000.0,-405000000.0,-405000000.0,,20141000000.0,-3037000000.0,23178000000.0,-8000000.0,23186000000.0,-18459000000.0,-18459000000.0,3680000000.0,-4857000000.0,,-4857000000.0,999000000.0,,-17282000000.0,-17282000000.0,14668000000.0,14668000000.0,-1653000000.0,,,420000000.0,-7142000000.0,-7142000000.0,,-315000000.0,5384000000.0,,2211000000.0,,-8856000000.0,-8856000000.0,46009000000.0,,-23251000000.0,-219000000.0,35396000000.0,,,,498000000.0,,,,,,,,-38433000000.0,,,,,,999000000.0,,,,-1269000000.0,,,979000000.0,,498000000.0,,,,,,,,,,,,,,,,,,
XOM,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3692000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3692000000.0,,,,,,-936000000.0,,-936000000.0,,,,,,,,,,,,,,,,,,,
PG,2024-06-30,16524000000.0,-5006000000.0,-10024000000.0,7582000000.0,,-3322000000.0,878000000.0,4363000000.0,9482000000.0,8246000000.0,1487000000.0,-14855000000.0,-14855000000.0,,-9312000000.0,,-5006000000.0,-5006000000.0,,-2442000000.0,-3304000000.0,862000000.0,-2335000000.0,3197000000.0,-3504000000.0,-3504000000.0,-161000000.0,,,,-21000000.0,-21000000.0,,,19846000000.0,19847000000.0,-436000000.0,-1414000000.0,,,1814000000.0,1814000000.0,1814000000.0,-70000000.0,-766000000.0,-766000000.0,968000000.0,562000000.0,-244000000.0,-244000000.0,2896000000.0,2896000000.0,14974000000.0,-251000000.0,4385000000.0,,,,-215000000.0,,1905000000.0,,,,,,-7689000000.0,,-3322000000.0,,,1341000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,2023-06-30,13786000000.0,-7353000000.0,-18228000000.0,21165000000.0,,-3062000000.0,721000000.0,4278000000.0,8246000000.0,7214000000.0,1202000000.0,-12146000000.0,-12146000000.0,,-8999000000.0,,-7353000000.0,-7353000000.0,,2937000000.0,818000000.0,2119000000.0,-1878000000.0,3997000000.0,-3500000000.0,-3500000000.0,327000000.0,,,,-765000000.0,-765000000.0,,,16848000000.0,16848000000.0,-1220000000.0,-1107000000.0,,,313000000.0,313000000.0,313000000.0,-119000000.0,-307000000.0,-307000000.0,564000000.0,545000000.0,-453000000.0,-453000000.0,2714000000.0,2714000000.0,14738000000.0,-170000000.0,17168000000.0,,,,-40000000.0,,1269000000.0,,,,,,-16350000000.0,,-3062000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,2022-06-30,13567000000.0,-10003000000.0,-13821000000.0,15713000000.0,,-3156000000.0,451000000.0,3818000000.0,7214000000.0,10288000000.0,-2577000000.0,-14876000000.0,-14876000000.0,,-8770000000.0,,-10003000000.0,-10003000000.0,,1892000000.0,-150000000.0,2042000000.0,-2343000000.0,4385000000.0,-4424000000.0,-4424000000.0,113000000.0,3000000.0,3000000.0,0.0,-1381000000.0,-1381000000.0,,,16723000000.0,16723000000.0,-1147000000.0,-635000000.0,,,1429000000.0,1429000000.0,1429000000.0,-1247000000.0,-694000000.0,-694000000.0,229000000.0,528000000.0,-402000000.0,-402000000.0,2807000000.0,2807000000.0,14793000000.0,-497000000.0,11328000000.0,,,,-85000000.0,,2005000000.0,,,,,,-11478000000.0,,-3156000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,2021-06-30,15584000000.0,-11009000000.0,-15995000000.0,12092000000.0,,-2787000000.0,531000000.0,3822000000.0,10288000000.0,16181000000.0,-5994000000.0,-21531000000.0,-21531000000.0,,-8263000000.0,,-11009000000.0,-11009000000.0,,-3903000000.0,-3333000000.0,-570000000.0,-4987000000.0,4417000000.0,-2834000000.0,-2834000000.0,-13000000.0,-55000000.0,0.0,-55000000.0,-34000000.0,-34000000.0,,,18371000000.0,18371000000.0,371000000.0,-369000000.0,,,1391000000.0,1391000000.0,1391000000.0,-309000000.0,-342000000.0,-342000000.0,135000000.0,540000000.0,-258000000.0,-258000000.0,2735000000.0,2735000000.0,14352000000.0,101000000.0,7675000000.0,,,,496000000.0,,1644000000.0,,,,,,-11008000000.0,,-2787000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,2020-06-30,,,,,,,,,,,,,,,,-7789000000.0,,,,,,,,,,,,6146000000.0,6151000000.0,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLY,2023-12-31,-3152000000.0,-750000000.0,0.0,3958500000.0,,-7392100000.0,,,2818600000.0,2067000000.0,583000000.0,3495600000.0,3495600000.0,-335000000.0,-4069300000.0,-4069300000.0,-750000000.0,-750000000.0,,8649900000.0,4691400000.0,3958500000.0,0.0,3958500000.0,-7152700000.0,-7152700000.0,-191900000.0,-128700000.0,700300000.0,-829000000.0,-1044300000.0,-1044300000.0,-3447600000.0,-3447600000.0,4240100000.0,4240100000.0,-3055000000.0,,,-3453400000.0,4274400000.0,4274400000.0,4274400000.0,-1425000000.0,-2451000000.0,,4095300000.0,628500000.0,-2341000000.0,-2341000000.0,1527300000.0,1527300000.0,5240400000.0,168600000.0,,,,,-1855400000.0,,,-2340200000.0,-3944500000.0,,,,,,,,,,,1604300000.0,,-1878900000.0,,,,,,,,,,,,,,,,,,,,,,,,
LLY,2022-12-31,4600400000.0,-1500000000.0,-1560000000.0,0.0,,-2985300000.0,,,2067000000.0,3818500000.0,-1583900000.0,-5406700000.0,-5406700000.0,-308900000.0,-3535800000.0,-3535800000.0,-1500000000.0,-1500000000.0,,-62000000.0,1498000000.0,-1560000000.0,-1560000000.0,0.0,-3762900000.0,-3762900000.0,-302200000.0,-244000000.0,463600000.0,-707600000.0,-327200000.0,-327200000.0,-1854300000.0,-1854300000.0,7585700000.0,7585700000.0,-800000.0,,,-793500000.0,1692000000.0,1692000000.0,1692000000.0,-599700000.0,-299600000.0,,1369800000.0,371100000.0,-2185200000.0,-2185200000.0,1522500000.0,1522500000.0,6244800000.0,-167600000.0,,346600000.0,346600000.0,,263500000.0,,,-1035200000.0,-1131000000.0,,,,,,,,,,,95800000.0,,-156500000.0,,,,,,,,,,,,,,,,,,,,,,,,
LLY,2021-12-31,5387500000.0,-1250000000.0,-1905400000.0,2410800000.0,,-1978400000.0,,,3818500000.0,3657100000.0,367100000.0,-4131300000.0,-4131300000.0,-295900000.0,-3086800000.0,-3086800000.0,-1250000000.0,-1250000000.0,,501400000.0,-4000000.0,505400000.0,-1905400000.0,2410800000.0,-2867500000.0,-2867500000.0,-191700000.0,-166000000.0,847400000.0,-1013400000.0,-747400000.0,-747400000.0,-1309800000.0,-1309800000.0,7365900000.0,7365900000.0,-1012600000.0,,,1515400000.0,-1013800000.0,-1013800000.0,-1013800000.0,-235900000.0,-1278300000.0,,1697500000.0,342800000.0,-802300000.0,-802300000.0,1547600000.0,1547600000.0,5581700000.0,-205700000.0,,-359700000.0,-359700000.0,,11200000.0,,,-452600000.0,-668600000.0,,,,,,,,,,0.0,216000000.0,,-216000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
